,site,date,time_period,site-date,site-time_period,date-time_period,site-date-time_period
0,inf,,,0.3833969790397054,,,0.20315976791038923
1,,,,0.10085638032461364,inf,,0.14046117264792843
2,,,,0.0033841925176745224,,inf,-0.07674489928843078
3,,,,0.03478915100138469,inf,inf,-0.13360182027277606
4,inf,,,-0.04659611634759053,inf,inf,-0.032986024997851665
5,inf,,,0.03530668425890138,inf,inf,-0.017493880287963726
6,,,,0.027502565864147677,inf,,-0.0232998917982645
7,inf,,,0.05481482927173009,inf,inf,0.0729797092926964
8,,inf,,-0.019000970915657556,inf,,-0.09031615929899947
9,,,,0.0027370439003608915,inf,inf,-0.04473819322669598
10,,,,-0.050347107225920285,inf,,0.05872526733902392
11,,,,-0.05911148472057692,,inf,0.05669909106568724
12,,,,-0.10967024215662557,inf,inf,0.09958874027491907
13,inf,inf,,-0.06532928746291744,,,-0.0263479202220345
14,inf,,,0.07048059226099457,inf,inf,0.0520518946178882
15,,inf,,0.027299166972124755,,inf,-0.0015063423258251107
16,inf,,,inf,inf,,-0.09925071500866703
17,,,,0.09587281361025068,inf,inf,-0.1149258131305563
18,,,,0.05092579751527304,,inf,-0.05615770460561181
19,inf,,,-inf,inf,,0.1943013388448954
20,,,,inf,inf,inf,-0.08835078885710324
21,,,,0.05338801101865309,,,-0.24428702691177287
22,inf,,,0.02524075102279788,inf,inf,-0.0672295216207395
23,,,,-0.0023783377675541395,,inf,-0.19484630972075745
24,,inf,,0.05175379651192458,,inf,-0.11123687497926467
25,inf,,,0.02934783991933232,inf,,0.0037339471068248142
26,,,,0.005468689108307112,,inf,-0.06257344475844531
27,,,,0.1496702833244976,,,0.15328912513552487
28,,,,0.28533431233289286,inf,inf,-0.3196976778998998
29,,,,0.1273840335742613,,inf,-0.12004936395214859
30,,inf,,-0.014741469517849826,inf,,0.1432983231050586
31,,,,,inf,,0.21350970562264474
32,,,,0.0004150310233652643,inf,inf,0.08338081461112931
33,,inf,,-0.04027128185843565,,,0.06404106406758178
34,,,,-0.10596057058259745,inf,,0.03590487493611569
35,,,,-0.0766651711365991,,,0.11847576690702186
36,,,,-0.0825584332153444,,inf,-0.08735212350996954
37,,,,-0.036467636555039595,,,0.06452813429676393
38,,,,-0.08591301619949743,,,0.12125195216731446
39,,,,0.046951622372788604,,inf,-0.1283347762097674
40,inf,inf,,0.04011215976554894,inf,inf,0.04584863640103473
41,,,,0.06458805014448998,,,0.03895088386231124
42,,,,0.01131986587713052,inf,inf,-0.14655805230811036
43,,,,-0.026617732522903337,,inf,0.174177681182743
44,,,,0.07227829729635049,inf,inf,-0.24289551289846772
45,inf,,,0.0056455973611873045,inf,inf,-0.06527458083247309
46,,,,0.014974506892191597,,,-0.029417660655733896
47,,inf,,-0.028553235941153554,,,0.06760011853709755
48,,,,0.04040863379696824,inf,inf,-0.2315594042082977
49,,,,0.10496996277698223,inf,,0.12621269096578722
50,inf,,,0.07959114860259753,,inf,0.08465240850479885
51,,,,0.12238010312246095,inf,inf,-0.2248885338533161
52,,,,0.042532127062588465,inf,,-0.07781597067046153
53,,,,0.06594394939315085,inf,inf,-0.08592963018186248
54,,,,-0.032139545579984,inf,inf,-0.1937322853286296
55,inf,,,-0.04755085378248247,inf,inf,-0.14439963033590125
56,,,,0.06498874037353275,inf,,-0.09489608311470905
57,inf,,,-0.014446680783045451,inf,,0.17552372732142094
58,,,,-0.038251490219915585,inf,,0.09890317355643588
59,,,,-0.014403826786292262,inf,,0.16549647770364803
60,,,,0.13054832520974502,inf,inf,0.034616436675675905
61,,,,0.08731748750157009,,inf,0.08203248400818883
62,,,,-0.00997933181306454,,,-0.02979704113202064
63,inf,,,0.002430532399226415,,inf,-0.11844347245865294
64,inf,,,inf,inf,,-0.01424450065219146
65,,,,0.02773534807655542,,inf,0.034760431993472035
66,,,,-0.08071604264573029,,inf,-0.03907353833575755
67,,,,-0.016593976365437024,inf,,0.07137153164222823
68,inf,inf,,0.03877643480464821,,,0.007702926186846232
69,,,,0.0024711687626599588,inf,inf,-0.08326751897817994
70,inf,inf,,0.0952095834400668,inf,inf,-0.0955440951671179
71,,inf,,0.03251900653710327,inf,,0.024960226340919905
72,,,,0.06504825518374058,inf,,-0.0999605082714793
73,,inf,,0.06988082163660114,inf,inf,-0.115258870788238
74,inf,,,0.005014364143548722,,inf,0.19694596955289964
75,inf,,,-0.008641848117879158,,inf,0.11790552563068249
76,inf,inf,,0.10143955939690996,inf,inf,0.16093110418558712
77,,,,-0.04128076102504008,inf,inf,0.10615074054802567
78,,inf,,0.010193197069348514,inf,inf,-0.09630463357336223
79,,inf,,-0.02135742531147833,,inf,0.06374638901704446
80,,,,0.09054737052391126,inf,inf,0.008699561325694605
81,inf,,,0.251403713727091,inf,,0.06646612776349234
82,,,,0.14733749414286978,,,0.04359752212628812
83,,,,0.18915219117815085,inf,inf,0.06775471965984683
84,,inf,,-0.006138740733332426,,,0.15499432990769033
85,,,,0.033350967101266615,inf,,-0.010436053586240585
86,inf,inf,,0.08038103857708978,inf,inf,-0.2359848819412539
87,,inf,,0.041863776931834185,inf,,-0.06731503017407459
88,,,,0.008367071608477827,inf,,-0.25030028614335603
89,,,,0.06052598812670751,inf,inf,0.05743507687392582
90,inf,,,0.005855557360735064,inf,,0.353081829626663
91,inf,,,inf,,,-0.03579019381991355
92,,,,0.1335767746016001,inf,inf,-0.005728416066364039
93,,,,0.007341678108730543,inf,inf,-0.10450547405705515
94,,,,0.058281462569319764,inf,inf,-0.006820431676242439
95,,,,0.06372022007407718,,,0.052743411667148604
96,,,,-0.03708974994299852,inf,inf,0.06864599227744925
97,,,,0.10164769897392367,,,-0.1456293613222012
98,,,,0.14904909924398857,,,-0.30169802078983704
99,,,,0.07088309685413208,inf,inf,-0.10981910876067087
100,,,,inf,,,-0.14040869355894203
101,,,,0.03765415474792477,inf,inf,0.012814550631364496
102,,,,0.01789914469084275,,,-inf
103,,,,inf,inf,,0.12650697270024777
104,inf,,,0.016824861921391765,inf,inf,0.10661009242200928
105,,,,inf,,inf,0.028405104890250804
106,,inf,,0.05838214459094404,,,0.24551405366640908
107,,inf,,-0.09129946190261329,inf,inf,-0.07283614676396918
108,,,,-0.008216190354580766,inf,,-0.17130236238066354
109,inf,inf,,0.008288533206424198,,,0.18128258831017632
110,,inf,,0.08889591798506213,inf,inf,0.011612903593298474
111,inf,,,-0.014291085372404977,inf,,0.12700167628413858
112,,,,0.08087380295470492,inf,inf,-0.1219740090018451
113,,,,0.02565372663343002,inf,,0.2720697638339281
114,,inf,,0.1416094625119806,,inf,-0.06186763142552271
115,,,,-0.07119813708863965,inf,inf,0.13503597693093253
116,,,,0.06274246678407591,,,-0.19231814238208894
117,,,,0.05749360743565468,,,-0.09129204921686768
118,,,,-0.05154348698495248,,inf,-0.012764289260394746
119,,,,0.09815300073089506,inf,inf,0.05757478826229742
120,inf,,,0.12342244077405784,inf,inf,0.0912925413769414
121,,,,0.10487262026342248,,,-0.2603261614860496
122,,,,-0.06629078889099937,inf,inf,0.07652202364673397
123,,,,0.08241628036668058,inf,inf,0.13008731085817174
124,,inf,,0.008863551030402261,,inf,0.08614407557048623
125,,,,-0.006038148838199975,inf,inf,-0.02132732796100753
126,,,,0.0843865657777565,inf,inf,0.01965491539653455
127,,,,-0.05421349932649355,inf,inf,0.19039828528078187
128,,,,-0.06762906714243111,,,0.12167977279333844
129,,,,0.11438844447544172,inf,inf,-0.2624879622287959
130,,,,-inf,inf,inf,0.07208430350680153
131,inf,,,-0.00874481950418926,inf,inf,0.07353369992731904
132,inf,,,0.2176310645968047,,inf,0.18744527156580124
133,,,,-0.009277754181260756,,,-0.061150773471427805
134,,,,0.07490510549522655,inf,inf,-0.04521738401681072
135,inf,,,0.11268697759940549,,inf,-0.051071190680396755
136,,,,0.018363286241115606,inf,inf,0.19676955374677804
137,,inf,,0.0388354725980844,,,0.11357384023044895
138,inf,,,0.043520093279600935,inf,,0.04882876303872699
139,inf,,,-0.07218616466549377,inf,inf,-0.36875669101282904
140,,,,-0.009942130791100512,inf,inf,0.042344641400607036
141,inf,,,-0.15441263887864154,,inf,-0.09849846317892309
142,,inf,,0.1282088875536498,,inf,-0.23211570074610682
143,,,,-0.037648733127175316,inf,,-0.055776542638603405
144,,,,0.02149840591065777,inf,inf,-0.0971607618708666
145,,,,,inf,inf,0.1359824981301638
146,,,,0.0129637292710032,,inf,-0.21254173545771
147,inf,,,-0.0017190877795720816,,inf,-0.041303875443589294
148,,,,-0.02066506577353433,inf,,0.1530387547771628
149,,,,-0.05801342480794358,inf,,-0.08901162049149502
150,,,,0.07517880891804785,inf,inf,-0.07087425653819066
151,,inf,,0.13152995658380862,inf,,0.08616117363266476
152,inf,,,0.16653786467210208,inf,inf,-0.10659528043648493
153,,inf,,0.032848501993870016,inf,inf,-0.15955861652454548
154,,inf,,0.10892904565581452,inf,,-0.11710483812690223
155,,,,-0.008398255981569847,inf,-0.19401182482637497,0.04288841312751182
156,,inf,,0.17395392448957314,inf,inf,0.05595545305324348
157,inf,,,0.24986969903326894,inf,inf,0.161617250760572
158,,,,-inf,inf,,0.06039403919395939
159,inf,inf,,-0.0337630270747189,inf,inf,0.026915442186541266
160,,,,0.1201286571621416,,inf,-0.0747164676398703
161,,,,inf,inf,,0.20227922013484503
162,,,,0.12246208631159439,,inf,-0.05140138604525624
163,inf,,,-0.07699066569815827,,,0.11639970819479148
164,inf,,,0.008870515880249341,,,-0.08964431109206097
165,,inf,,0.08776429125868046,inf,inf,-0.2084203914369584
166,,,,-0.06107711228851609,inf,inf,0.1812038867074279
167,,inf,,0.011297987544440335,,inf,0.027668543101923265
168,,,,-0.07745153310971031,,,0.02958065310277494
169,,,,-0.11663008308907563,,inf,-0.1091507059263364
170,,,,-0.0791349811909976,inf,inf,0.000795141686022155
171,,,,0.08567920662041661,,inf,0.1669819524004729
172,,inf,,-0.003358455379105285,inf,inf,0.04115082944005885
173,,inf,,-0.06156417879961462,inf,,-0.03421455379777463
174,inf,,,0.014683116665126228,,inf,0.09015349593868674
175,,,,0.052310314575410244,inf,inf,0.05952566460124739
176,,,,0.028605602411708064,,inf,0.20381739948833652
177,,,,0.019260629010432462,inf,inf,0.038105685952375706
178,inf,,,0.029305555401775152,inf,inf,0.22218108814521934
179,,inf,,0.04750317090402589,inf,,-0.14351290671816958
180,,,,0.06973074600433726,,,0.19613536401030565
181,,inf,,0.01063242998487901,inf,,-0.06427162441577638
182,,inf,,0.04014047296382217,inf,,-0.18212816423604639
183,,inf,,0.015599706525457613,inf,inf,0.1024121900085562
184,inf,inf,,-0.07745121714938441,inf,,-0.03878495138623475
185,,inf,,0.20989010983236311,,inf,-0.049359668467590545
186,,inf,,-0.07317153768093498,,,0.18850646101975968
187,,inf,,0.04926883130219184,inf,inf,0.3417311302092124
188,,,,0.013362196484717703,inf,,0.01695697920698283
189,,,,-0.0020461010339150043,,inf,-0.20725905012201126
190,,inf,,0.13733927394376422,inf,inf,0.06515050700619332
191,inf,,,-0.04668768301980597,inf,inf,0.0006150347831514746
192,,,,-0.04216689866210155,,inf,-0.1250669395034792
193,inf,inf,,0.046830873630062886,inf,inf,0.10297245003657887
194,,inf,,0.17424796122952313,inf,,-0.14020096492313983
195,,,,0.22596466730381626,inf,inf,0.020197823798334874
196,,,,-0.05020310834299635,inf,inf,0.16142554056519412
197,inf,,,0.09495991483107957,inf,inf,0.1098707632262195
198,inf,,,-0.004576904500728007,,,0.2579503676136994
199,inf,,,inf,inf,inf,0.036398510127636924
200,inf,,,-0.07172065502255687,inf,inf,0.05327645504150827
201,inf,inf,,-0.05690281782081019,inf,,0.04769137904568235
202,,inf,,0.43445276523148624,inf,,-0.04639073690149684
203,,,,0.10679523398185564,inf,,-0.043151207625780064
204,,,,0.10138585679385015,inf,,-0.09619580068720886
205,,,,0.007710092987494921,inf,,0.1110857946390316
206,inf,,,-0.017296027292886595,inf,inf,0.08379230932068285
207,,,,0.14797657564784905,inf,inf,-0.0818676596897567
208,,inf,,-0.0481001919321995,,inf,-0.16681763136819544
209,,,,0.11222545835761166,inf,,-0.14553841514870022
210,,,,0.09977106497660437,,inf,0.1194340729929311
211,,,,0.19019059927167525,inf,inf,-0.09191804800939735
212,,,,-0.09227307929799955,inf,,0.019351377529868985
213,,,,-0.007771994386196912,inf,inf,-0.0511832546567344
214,,,,0.023074440265473672,,inf,-0.08330122421742939
215,,,,0.10579010742025208,,,0.02207601106899945
216,,,,0.10530315489248498,inf,,0.14182841353530815
217,inf,inf,,0.04036566806033215,inf,inf,0.2559624511525411
218,,,,0.029514413666422268,,,-0.043970102317113485
219,,,,0.171425171008464,inf,inf,-0.03580851075615127
220,,,,-0.06815305204666489,,inf,0.093591815680543
221,,inf,,-0.0188147222281283,inf,inf,0.1871517670119737
222,,,,0.10932584476029072,inf,,-0.07239148776667242
223,,,,-0.04216069931482669,inf,inf,0.02495097567261259
224,,,,-0.010681446325627286,inf,inf,0.015111551655884542
225,,,,-0.01213832544672,,inf,0.07973566880407643
226,,,,-0.05022000704801455,,,0.022887424498122144
227,,,,0.11507403949698425,inf,,-0.1877933014771071
228,,,,0.11773002157644519,inf,inf,-0.048235442292693415
229,,,,0.0422898448968243,inf,,-0.08531529704939042
230,,,,0.03525487866894861,inf,inf,-0.1187575323979711
231,,,,-0.024972388014251834,inf,,0.0936062726028015
232,,,,0.00017307451240378136,inf,inf,0.027557107115914276
233,,,,-0.06338236324456359,,inf,-0.1174521589957183
234,,inf,,0.13085997010253703,inf,,-0.03760418196844212
235,,,,-0.02701560648869261,,inf,0.0010401980883452122
236,,,,-inf,inf,inf,-0.13952751625548376
237,,,,0.1319157767002348,inf,,0.10354914708773391
238,,,,-0.11257811664954054,inf,inf,0.12150778076959154
239,inf,,,-0.04645812136011873,inf,inf,-0.1254394136566353
240,,inf,,0.42280789434745825,inf,,0.16293372428779648
241,inf,,,0.09250014298650577,,inf,-0.128801141711862
242,,,,0.04309594010831197,inf,,0.03960829448513184
243,,,,0.03094850936717375,inf,,0.32060643522917354
244,,,,-0.15765281621167393,inf,,-0.19507933131281688
245,,,,-inf,,inf,-0.15293507444879664
246,,,,0.21896852677191503,inf,inf,-0.13064838020925326
247,,,,0.061808798369674456,inf,,0.1805682061723968
248,,,,-0.1057316274141562,inf,inf,-0.02934179087813421
249,,,,0.15135444401696807,,inf,-0.02752356045082227
250,,,,0.7552996512686543,,inf,-0.1280535182577618
251,inf,inf,,0.13742745882764051,inf,inf,0.014939462476872417
252,,inf,,-0.20283704571929362,inf,inf,0.18464173613177157
253,,inf,,-0.04679936211520741,inf,,0.014229351482107216
254,inf,,,0.15725662229440718,,inf,-0.18462832472858126
255,,,,0.011824527009898222,inf,inf,0.07720323249161967
256,,,,0.03720585697755152,inf,inf,0.09359527281085031
257,,,,0.139787475837152,,,-0.11437730365625862
258,,,,1.0519701714154628,,,0.042749390810766424
259,,,,inf,,,-0.0347911131458184
260,inf,,,-0.029284858411665393,,,0.08864194422654345
261,,,,0.05791022256128886,inf,inf,0.24090883044857767
262,,inf,,0.1579470631539026,inf,inf,-0.09566686801704748
263,,,,0.15581663854699834,inf,,-0.0586561421852175
264,,,,0.03724361379320529,,,0.1757917028990014
265,,inf,,0.06332120799266638,inf,inf,0.07412847020920457
266,,,,-0.0370014561421097,,inf,0.11446323110413528
267,,,,0.20394044051001603,,,-0.03291549688872117
268,inf,inf,,0.09779621691986473,inf,inf,-0.016460781871728003
269,inf,,,0.012738271703599757,inf,,-0.03697306317725366
270,inf,,,-0.007207931198787598,,,0.2656342513786183
271,inf,,,-0.026692799545058987,inf,inf,0.07917994339766468
272,inf,,,0.08971411799401618,,inf,0.10861503452214658
273,,,,0.11293938752784416,,inf,-0.10097648330376852
274,,,,0.2822182449503472,,inf,0.006112645157909685
275,inf,,,-0.07343435544873134,inf,,0.08701585376886359
276,inf,inf,,0.13567073993747214,inf,,-0.18679623006476692
277,,,,0.041329318947611604,,,-0.005475747579879814
278,,,,-0.020211206838956164,,inf,-0.26001022082167974
279,inf,inf,,-0.041065244944782586,inf,inf,-0.18635079940298488
280,,,,0.07686904211901568,,inf,0.17250449571124002
281,,,,0.17733170736849946,inf,inf,0.10390528373342753
282,,,,-0.08836260923396799,inf,inf,0.0208542899359018
283,,inf,,0.5033884836007967,,inf,-0.0196279861201899
284,,,,-0.019937172523211588,inf,,-0.12304032818432901
285,inf,,,0.008460013491986551,inf,inf,-0.07468197820509445
286,inf,,,0.049800290050394436,inf,,0.09016015815591386
287,,,,-0.022959051022074517,inf,inf,0.12532596254229658
288,inf,,,-0.010755661746034706,,,0.010261231004675825
289,,,,0.1352810602114034,inf,,-0.017504564747174017
290,,,,-0.11330765637013496,inf,inf,-0.1214144800690107
291,,inf,,0.07497074299215467,inf,inf,-0.08968397833656161
292,,,,0.12688429981389682,,,0.06015143216011812
293,,,,0.14003036278612702,,,0.08988664699115109
294,,,,0.07320049725830358,inf,inf,-0.027043804110017
295,,inf,,-0.04951541634095502,,inf,0.026632801953458435
296,,,,-0.015717386725796256,,inf,0.08561877406001125
297,,inf,,-0.09455806962329039,,,0.014179074163057998
298,,,,0.04591208414599324,inf,inf,-0.1799183774568036
299,,,,inf,inf,,-0.06584000400314224
300,inf,,,0.02301061385232539,,inf,0.21381477890900333
301,,,,-0.012473026325474201,inf,,-0.0801706200167489
302,,,,-0.002744273253663554,,inf,-0.10363272607837636
303,,,,0.24986945931825422,inf,,0.1113021831541263
304,,,,-0.12217689108603547,inf,inf,-0.07620712326263904
305,,,,0.03348031862121825,inf,,-0.04295585163519147
306,,inf,,0.003590701046308542,inf,inf,0.027705517098275567
307,,inf,,-0.08220877995966425,inf,inf,0.13242593619315282
308,,,,-0.05272061523433824,,,0.11438431731779011
309,,inf,,0.30570773756695124,inf,,-0.011568457107277053
310,,,,-0.10798420728592362,inf,,-0.1312044647610045
311,,,,0.04797035723676868,,inf,0.16237710933064234
312,,,,-inf,,inf,-0.010433102603491007
313,inf,,,0.013572443055125838,,,0.029424383156177347
314,,,,0.08325175346135127,inf,inf,-0.0023740033962517393
315,,,,0.00612983248718213,,inf,-0.06793761334373968
316,,,,inf,inf,,-0.21323835625270396
317,,,,0.08573933688170476,inf,inf,-0.04628716906652722
318,,,,0.2272501204444235,inf,inf,0.07001602893670592
319,,,,0.06003115148951599,,,0.1973815704644494
320,,inf,,0.052101518648898226,,inf,0.12043634269958345
321,,,,-0.046925718895923785,inf,inf,0.0957229966058458
322,inf,,,0.19055134998465184,inf,,0.08549806146819008
323,,,,inf,inf,inf,0.06873493443308634
324,,,,0.10220305794345119,,inf,-0.018706406809528897
325,inf,,,-0.013290669574464564,inf,inf,0.09608751359872822
326,,,,0.049813643125984575,,,-0.033928749153795956
327,,inf,,-0.0187757441377705,inf,inf,-0.11451375216451483
328,,,,-0.0036337581770262695,inf,,-0.10877971566218009
329,,,,0.01096340358874226,inf,inf,-0.09216693946762403
330,inf,,,-0.07604569604306621,inf,,-0.025762572333838163
331,,,,0.6278364004002468,inf,inf,0.04972922059132298
332,,inf,,0.04420842138086578,inf,inf,-0.16653977443816398
